benchmark_family,stress_scenario,dataset_size,framework,workload,n_rows,n_runs,time_mean_s,time_std_s,memory_mean_mb,memory_std_mb,throughput_mean_rows_s,throughput_std_rows_s,time_cv,memory_gb,rows_per_second_m,seconds_per_million_rows,real_10m_time_s,real_10m_memory_mb,time_ratio_vs_real_10m,memory_ratio_vs_real_10m,stress_label
synthetic_stress,high_unique_id_10M,10M_highuid,pandas,groupby,10000000.0,3,41.129733333333334,4.6959096342810245,6966.170000000001,70.81749218942981,245131.66666666666,26260.242046358468,0.11417311160817213,6.802900390625001,0.24513166666666666,4.112973333333334,27.274833333333333,6374.743333333333,1.5079737731364078,1.0927765457746537,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,pandas,join,10000000.0,3,41.57316666666667,1.4256397312551794,9037.31,127.48348285170134,240727.0,8179.7229170675455,0.03429230548362956,8.825498046875,0.240727,4.157316666666667,40.881033333333335,8501.963333333333,1.016930426579237,1.0629674165457468,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,pandas,pipeline,10000000.0,3,35.9418,3.630532259875957,7923.133333333334,21.965551059177532,280077.6666666667,27515.030462155286,0.10101142012575766,7.737434895833334,0.28007766666666667,3.59418,28.337466666666668,7397.82,1.2683490878977655,1.071009207216901,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,polars_eager,filter,10000000.0,3,2.5773333333333333,0.19935155713797015,4608.863333333334,10.440815740800062,3895160.6666666665,294336.01260181086,0.07734799164691031,4.500843098958334,3.8951606666666665,0.2577333333333333,1.7927666666666668,4423.836666666667,1.4376289905732293,1.0418249317523025,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,polars_eager,groupby,10000000.0,3,4.071133333333333,0.3093691861406584,5335.433333333333,96.52834005271855,2466051.6666666665,192400.019268017,0.07599092459282225,5.210384114583333,2.4660516666666665,0.4071133333333333,2.9393333333333334,5351.02,1.3850533000680425,0.9970871597066229,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,polars_eager,join,10000000.0,3,4.539466666666667,0.2745143408518638,5734.213333333333,19.71284944733596,2208480.3333333335,138386.05495617448,0.060472817846119326,5.599817708333333,2.2084803333333336,0.45394666666666666,3.8077,5639.506666666667,1.1921807565371922,1.0167934311039026,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,polars_eager,pipeline,10000000.0,3,6.7856,0.5597004288009791,5760.893333333333,21.45706954207287,1480293.0,119747.72344808899,0.08248355765164159,5.625872395833333,1.480293,0.6785599999999999,4.9768,5500.72,1.363446391255425,1.0472980506794263,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,polars_lazy,filter,10000000.0,3,4.910799999999999,0.34701154159480035,3727.7466666666664,35.19761544953516,2043225.3333333333,146569.0261731084,0.07066293508080158,3.6403776041666664,2.0432253333333334,0.4910799999999999,3.6329666666666665,3398.5866666666666,1.3517327436713795,1.096852024763235,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,polars_lazy,groupby,10000000.0,3,6.969033333333333,2.2323601621004916,2997.75,34.162404774839636,1523057.3333333333,412939.73656253197,0.3203256542658463,2.927490234375,1.5230573333333333,0.6969033333333333,4.271966666666667,4922.576666666667,1.6313407564041542,0.6089798499837145,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,polars_lazy,join,10000000.0,3,21.8827,5.1968963006779365,5819.420000000001,302.78841473874115,473039.0,101789.01229012884,0.23748880625690325,5.683027343750001,0.473039,2.18827,10.287166666666666,5458.736666666667,2.127184355912707,1.0660745068608672,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,polars_lazy,pipeline,10000000.0,3,9.916266666666667,0.7166451027763563,3683.66,133.22779890098005,1011911.3333333334,72048.75627193946,0.07226964813132189,3.59732421875,1.0119113333333334,0.9916266666666667,7.786333333333332,5922.453333333334,1.2735476689926797,0.6219821065144173,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,dask,filter,10000000.0,3,5.202100000000001,0.5365723529963128,6614.333333333333,144.45190802939646,1936889.0,212163.97000669083,0.10314533611355274,6.459309895833333,1.936889,0.5202100000000001,6.198,6401.856666666667,0.8393191352049049,1.0331898506527013,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,dask,groupby,10000000.0,3,2.9833,0.41796152933015257,3254.41,3.946048656567677,3393749.6666666665,447896.060771172,0.1401004020145988,3.178134765625,3.3937496666666664,0.29833,5.095,3934.8333333333335,0.5855348380765456,0.8270769621754415,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,dask,join,10000000.0,3,77.57913333333333,4.93821400744574,8517.496666666666,661.6301990034408,129252.33333333333,8286.674865911738,0.0636538950007056,8.317867838541666,0.12925233333333333,7.757913333333333,63.657900000000005,9283.42,1.218688227750732,0.9174955637757062,10M_highuid
synthetic_stress,high_unique_id_10M,10M_highuid,dask,pipeline,10000000.0,3,37.3284,7.18876745763834,3301.7566666666667,246.7400742346759,275395.0,58551.27195031718,0.19258171948538752,3.2243717447916667,0.275395,3.7328400000000004,24.280366666666666,4398.683333333333,1.5373902920192035,0.7506238609280808,10M_highuid
