benchmark_family,stress_scenario,dataset_size,framework,workload,n_rows,n_runs,time_mean_s,time_std_s,memory_mean_mb,memory_std_mb,throughput_mean_rows_s,throughput_std_rows_s,time_cv,memory_gb,rows_per_second_m,seconds_per_million_rows
real_baseline,real_baseline,10M,dask,groupby,10000000.0,3,5.095,0.30379205058724,3934.8333333333335,100.96989914491013,1967452.6666666667,119688.6602495547,0.05962552513979196,3.8426106770833335,1.9674526666666667,0.5095
real_baseline,real_baseline,10M,dask,join,10000000.0,3,63.657900000000005,7.617759033337827,9283.42,404.643898261174,158662.66666666666,19750.885305052365,0.11966714317214087,9.06583984375,0.15866266666666665,6.3657900000000005
real_baseline,real_baseline,10M,dask,pipeline,10000000.0,3,24.280366666666666,0.20862225033139092,4398.683333333333,266.3878558293026,411875.3333333333,3546.9729817597035,0.008592219927955135,4.295589192708333,0.4118753333333333,2.4280366666666664
real_baseline,real_baseline,1M,pandas,filter,1000000.0,3,2.0523333333333333,0.045019144075974266,1356.3333333333333,13.806716964337703,487402.6666666667,10562.018383497221,0.02193559074677973,1.3245442708333333,0.4874026666666667,2.0523333333333333
real_baseline,real_baseline,1M,pandas,groupby,1000000.0,3,2.6339333333333332,0.0666175902696378,1381.78,8.835513567416552,379822.3333333333,9739.419404324546,0.025292056342721077,1.34939453125,0.3798223333333333,2.6339333333333332
real_baseline,real_baseline,1M,pandas,join,1000000.0,3,14.169533333333334,2.6113836836691267,2845.41,66.79625438600588,72408.33333333333,14929.72552772935,0.1842956731345511,2.778720703125,0.07240833333333332,14.169533333333334
real_baseline,real_baseline,1M,pandas,pipeline,1000000.0,3,6.578800000000001,1.2556153829895527,2270.3866666666668,17.05932101032548,155402.33333333334,26716.637219779994,0.19085781342943278,2.2171744791666668,0.15540233333333334,6.578800000000001
real_baseline,real_baseline,1M,polars_eager,filter,1000000.0,3,0.3171,0.00814063879557372,763.84,63.88567053729653,3155034.0,79804.98668629675,0.02567215009641665,0.7459375,3.155034,0.3171
real_baseline,real_baseline,1M,polars_eager,groupby,1000000.0,3,0.4345333333333334,0.00040414518843273357,829.1333333333333,32.7679299519108,2301325.6666666665,2169.588056137165,0.0009300671719071806,0.8097005208333333,2.3013256666666666,0.4345333333333334
real_baseline,real_baseline,1M,polars_eager,join,1000000.0,3,0.9071333333333333,0.04536698505888759,2124.096666666667,69.39963568588323,1104291.6666666667,56780.0103586934,0.05001137472501755,2.074313151041667,1.1042916666666667,0.9071333333333333
real_baseline,real_baseline,1M,polars_eager,pipeline,1000000.0,3,1.0313333333333332,0.02951090194035644,1617.3733333333332,26.33544443014646,970163.3333333334,27988.598934804373,0.028614319916312,1.5794661458333332,0.9701633333333334,1.0313333333333332
real_baseline,real_baseline,1M,polars_lazy,filter,1000000.0,3,0.37093333333333334,0.002902297940138673,688.36,16.612609668562012,2696172.0,20903.45423608261,0.007824311484917343,0.6722265625,2.696172,0.37093333333333334
real_baseline,real_baseline,1M,polars_lazy,groupby,1000000.0,3,0.6237666666666667,0.005971878543082862,1418.7666666666667,79.26085687988332,1603227.0,15189.745488322047,0.009573898161304219,1.3855143229166667,1.603227,0.6237666666666667
real_baseline,real_baseline,1M,polars_lazy,join,1000000.0,3,5.2984,1.5175837077406968,2261.9566666666665,64.30697499753295,198121.0,49241.85326528643,0.28642301595589176,2.2089420572916665,0.198121,5.2984
real_baseline,real_baseline,1M,polars_lazy,pipeline,1000000.0,3,4.559833333333334,0.29728372530855635,2349.56,171.02527561737776,219948.33333333334,14786.992741370146,0.06519618231117139,2.2944921875,0.21994833333333336,4.559833333333334
real_baseline,real_baseline,1M,dask,filter,1000000.0,3,0.6915999999999999,0.011720494870098267,1006.8433333333332,36.850586607723514,1446202.3333333333,24508.97203746685,0.016946927226862737,0.9832454427083333,1.4462023333333331,0.6915999999999999
real_baseline,real_baseline,1M,dask,groupby,1000000.0,3,0.3179666666666667,0.01980715358988598,720.9033333333333,0.011547005383782014,3152860.0,190188.14263512855,0.06229317619211442,0.7040071614583333,3.15286,0.3179666666666667
real_baseline,real_baseline,1M,dask,join,1000000.0,3,8.0048,1.6837133722816364,4128.196666666667,52.30763073714289,128401.66666666667,24881.57150047668,0.2103379687539522,4.031442057291667,0.12840166666666666,8.0048
real_baseline,real_baseline,1M,dask,pipeline,1000000.0,3,20.621666666666666,0.36077256455186957,2411.0099999999998,101.9900333365961,48502.666666666664,853.8719654218261,0.01749483057715362,2.3545019531249998,0.048502666666666666,20.621666666666666
real_baseline,real_baseline,50M,pandas,filter,50000000.0,3,724.3525,0.9299423261686687,11567.386666666667,66.95529428905022,69027.33333333333,88.83880533490746,0.0012838256597011383,11.296276041666667,0.06902733333333333,14.48705
real_baseline,real_baseline,50M,pandas,groupby,50000000.0,3,440.83933333333334,30.52234789893026,11398.86,215.66920526584232,113770.66666666667,7597.519090685677,0.06923689786966285,11.13169921875,0.11377066666666667,8.816786666666667
real_baseline,real_baseline,50M,pandas,join,50000000.0,3,1552.6607333333334,5.668415805437534,11450.51,105.24971638916692,32203.0,117.57976016304848,0.0036507755260019245,11.182138671875,0.032203,31.05321466666667
real_baseline,real_baseline,50M,pandas,pipeline,50000000.0,3,832.4451666666668,75.51976146607812,11478.996666666666,128.0349406737605,60406.666666666664,5668.349877462871,0.09072040356541376,11.209957682291666,0.060406666666666664,16.648903333333337
real_baseline,real_baseline,50M,polars_eager,filter,50000000.0,3,53.201966666666664,1.8351829727123512,7932.786666666667,291.5223844464328,940564.6666666666,32605.638842588753,0.03449464536171316,7.746861979166667,0.9405646666666666,1.0640393333333333
real_baseline,real_baseline,50M,polars_eager,groupby,50000000.0,3,79.64463333333333,1.8259627058988197,9002.516666666666,401.0685256079485,628007.6666666666,14333.524525856608,0.022926374690642303,8.791520182291666,0.6280076666666666,1.5928926666666667
real_baseline,real_baseline,50M,polars_eager,join,50000000.0,3,53.39533333333333,4.46142199789858,7100.246666666666,828.1971422513683,940587.6666666666,74979.945594361,0.08355453031910243,6.933834635416666,0.9405876666666666,1.0679066666666666
real_baseline,real_baseline,50M,polars_eager,pipeline,50000000.0,3,89.54393333333333,5.994190416005599,10569.38,244.37374920395848,560041.6666666666,37145.58795245182,0.06694133474896419,10.32166015625,0.5600416666666667,1.7908786666666665
real_baseline,real_baseline,50M,polars_lazy,filter,50000000.0,3,30.593999999999998,1.291195775240919,12443.096666666666,192.64409291056216,1636269.6666666667,69787.73120207689,0.0422042157037628,12.151461588541666,1.6362696666666667,0.61188
real_baseline,real_baseline,50M,polars_lazy,groupby,50000000.0,3,18.762633333333333,0.5539093638252862,12196.256666666668,16.877577827797158,2666408.6666666665,78052.60396894727,0.029521941509202843,11.910406901041668,2.6664086666666664,0.3752526666666667
real_baseline,real_baseline,50M,polars_lazy,join,50000000.0,3,94.12926666666665,4.245832015439764,11997.693333333335,291.5844458014407,531889.0,23426.307156698855,0.04510639640352485,11.716497395833334,0.531889,1.882585333333333
real_baseline,real_baseline,50M,polars_lazy,pipeline,50000000.0,3,21.1699,0.16220829201986128,12093.65,299.42328833943435,2361934.0,18172.748058562855,0.007662213426603871,11.810205078125,2.361934,0.42339799999999994
real_baseline,real_baseline,50M,dask,filter,50000000.0,3,33.80283333333333,3.3175398269400374,10589.163333333332,238.5902475654307,1488889.6666666667,148849.677209369,0.09814383883816556,10.340979817708332,1.4888896666666667,0.6760566666666666
real_baseline,real_baseline,50M,dask,groupby,50000000.0,3,11.238266666666666,0.40538466094973663,4695.3133333333335,157.4854343529375,4452943.0,161240.83704508608,0.036071813650064954,4.5852669270833335,4.452943,0.22476533333333332
real_baseline,real_baseline,50M,dask,join,50000000.0,3,222.98953333333336,9.078876911454065,11490.779999999999,606.6161556536384,224476.33333333334,9231.532989343286,0.04071436347589737,11.221464843749999,0.22447633333333333,4.459790666666667
real_baseline,real_baseline,50M,dask,pipeline,50000000.0,3,34.0879,0.6505584062941632,6873.866666666666,297.7964859318075,1467148.6666666667,27693.47660250212,0.019084731130229883,6.712760416666666,1.4671486666666667,0.681758
synthetic_stress,100M_real_like,100M,polars_lazy,filter,100000000.0,3,81.0886,2.073491557735411,12117.460000000001,76.08181451569068,1233754.0,31372.25138557958,0.025570691289964444,11.833457031250001,1.233754,0.810886
synthetic_stress,100M_real_like,100M,polars_lazy,groupby,100000000.0,3,12.661766666666665,0.40609064669520983,3540.15,221.03667093946197,7903117.0,249244.87347987722,0.032072194772336395,3.457177734375,7.903117,0.12661766666666666
synthetic_stress,100M_real_like,100M,dask,filter,100000000.0,3,111.91983333333333,2.7137592161673663,11466.533333333333,569.9091177839965,893846.6666666666,21682.488425762684,0.02424734861858592,11.197786458333333,0.8938466666666667,1.1191983333333333
synthetic_stress,100M_real_like,100M,dask,groupby,100000000.0,3,17.161266666666666,0.32600969821974957,6270.38,285.46487472191717,5828483.333333333,111384.36446078647,0.01899683190944042,6.12341796875,5.828483333333333,0.17161266666666666
synthetic_stress,heavy_skew_10M,10M_skewed,pandas,filter,10000000.0,3,16.111,0.12853478128506834,6332.7699999999995,5.232809952597583,620719.3333333334,4944.654723368782,0.00797807592856237,6.1843457031249995,0.6207193333333334,1.6111
synthetic_stress,heavy_skew_10M,10M_skewed,pandas,groupby,10000000.0,3,15.830366666666668,0.1385388874407953,6231.613333333334,141.6919264931259,631729.6666666666,5539.310095430043,0.008751464217977387,6.085559895833334,0.6317296666666666,1.5830366666666669
synthetic_stress,heavy_skew_10M,10M_skewed,pandas,join,10000000.0,3,24.77423333333333,0.04717630054734266,8289.476666666667,206.0397326569165,403646.6666666667,768.221539227664,0.0019042486567633844,8.095192057291667,0.4036466666666667,2.4774233333333333
synthetic_stress,heavy_skew_10M,10M_skewed,pandas,pipeline,10000000.0,3,20.558066666666665,0.07200592568208058,7004.876666666667,28.653909564548858,486431.0,1700.8600765495084,0.0035025630984470294,6.840699869791667,0.486431,2.0558066666666663
synthetic_stress,heavy_skew_10M,10M_skewed,polars_eager,filter,10000000.0,3,1.8907666666666667,0.029577243504649568,4625.123333333333,28.4144265001662,5289777.333333333,83061.7376433539,0.015642989706811824,4.516722005208333,5.289777333333333,0.18907666666666667
synthetic_stress,heavy_skew_10M,10M_skewed,polars_eager,groupby,10000000.0,3,2.6735333333333333,0.1381601003666883,5328.64,87.7987904244698,3746846.3333333335,188002.5932383204,0.05167696944119703,5.20375,3.7468463333333335,0.26735333333333333
synthetic_stress,heavy_skew_10M,10M_skewed,polars_eager,join,10000000.0,3,2.8174000000000006,0.22675422818549598,5793.983333333334,24.373841169034584,3564206.3333333335,275753.0628702669,0.08048350542539076,5.658186848958334,3.5642063333333334,0.28174000000000005
synthetic_stress,heavy_skew_10M,10M_skewed,polars_eager,pipeline,10000000.0,3,4.3807,0.46414147627636154,5822.366666666666,64.22750916338964,2299033.3333333335,230716.30337783525,0.10595144070042722,5.685904947916666,2.2990333333333335,0.43807
synthetic_stress,heavy_skew_10M,10M_skewed,polars_lazy,filter,10000000.0,3,2.4144,0.2708387527662906,3864.01,104.15945132343994,4174883.6666666665,442123.9642999838,0.11217642178855641,3.773447265625,4.174883666666666,0.24144000000000002
synthetic_stress,heavy_skew_10M,10M_skewed,polars_lazy,groupby,10000000.0,3,0.6236666666666667,0.01623401778160091,1176.9866666666667,97.24072415060128,16042010.666666666,412821.4818118523,0.026029959029825078,1.1494010416666667,16.042010666666666,0.06236666666666667
synthetic_stress,heavy_skew_10M,10M_skewed,polars_lazy,join,10000000.0,3,7.5641,0.18511096671996485,6117.653333333333,39.51664754674019,1322564.3333333333,32327.81889229976,0.024472305590878606,5.974270833333333,1.3225643333333332,0.75641
synthetic_stress,heavy_skew_10M,10M_skewed,polars_lazy,pipeline,10000000.0,3,5.106166666666667,0.6657480704691027,2247.26,42.770227962918256,1981694.0,268379.5427580128,0.130381186892144,2.19458984375,1.981694,0.5106166666666667
synthetic_stress,heavy_skew_10M,10M_skewed,dask,filter,10000000.0,3,4.8520666666666665,0.16832876561459498,6874.423333333333,27.7971623251963,2062653.6666666667,72968.25489439451,0.0346921790607291,6.713304036458333,2.062653666666667,0.4852066666666667
synthetic_stress,heavy_skew_10M,10M_skewed,dask,groupby,10000000.0,3,0.7064666666666666,0.048376061573192686,3022.09,31.879035430828264,14201149.666666666,1010707.2757026799,0.06847607092553462,2.951259765625,14.201149666666666,0.07064666666666666
synthetic_stress,heavy_skew_10M,10M_skewed,dask,join,10000000.0,3,24.5517,2.479917746619836,10768.413333333332,1173.6272920451927,409957.0,39411.7384924847,0.10100798505275953,10.516028645833332,0.409957,2.45517
synthetic_stress,heavy_skew_10M,10M_skewed,dask,pipeline,10000000.0,3,24.779433333333333,0.5891071747427055,2870.98,39.40462409413369,403711.6666666667,9522.208217285175,0.023774037396982663,2.80369140625,0.4037116666666667,2.477943333333333
synthetic_stress,high_unique_id_10M,10M_highuid,pandas,filter,10000000.0,3,27.7767,8.70513107483167,7160.036666666667,32.54974398260811,381202.0,101465.3301428621,0.3133968784928256,6.992223307291667,0.381202,2.77767
synthetic_stress,high_unique_id_10M,10M_highuid,pandas,groupby,10000000.0,3,41.129733333333334,4.6959096342810245,6966.170000000001,70.81749218942981,245131.66666666666,26260.242046358468,0.11417311160817213,6.802900390625001,0.24513166666666666,4.112973333333334
synthetic_stress,high_unique_id_10M,10M_highuid,pandas,join,10000000.0,3,41.57316666666667,1.4256397312551794,9037.31,127.48348285170134,240727.0,8179.7229170675455,0.03429230548362956,8.825498046875,0.240727,4.157316666666667
synthetic_stress,high_unique_id_10M,10M_highuid,pandas,pipeline,10000000.0,3,35.9418,3.630532259875957,7923.133333333334,21.965551059177532,280077.6666666667,27515.030462155286,0.10101142012575766,7.737434895833334,0.28007766666666667,3.59418
synthetic_stress,high_unique_id_10M,10M_highuid,polars_eager,filter,10000000.0,3,2.5773333333333333,0.19935155713797015,4608.863333333334,10.440815740800062,3895160.6666666665,294336.01260181086,0.07734799164691031,4.500843098958334,3.8951606666666665,0.2577333333333333
synthetic_stress,high_unique_id_10M,10M_highuid,polars_eager,groupby,10000000.0,3,4.071133333333333,0.3093691861406584,5335.433333333333,96.52834005271855,2466051.6666666665,192400.019268017,0.07599092459282225,5.210384114583333,2.4660516666666665,0.4071133333333333
synthetic_stress,high_unique_id_10M,10M_highuid,polars_eager,join,10000000.0,3,4.539466666666667,0.2745143408518638,5734.213333333333,19.71284944733596,2208480.3333333335,138386.05495617448,0.060472817846119326,5.599817708333333,2.2084803333333336,0.45394666666666666
synthetic_stress,high_unique_id_10M,10M_highuid,polars_eager,pipeline,10000000.0,3,6.7856,0.5597004288009791,5760.893333333333,21.45706954207287,1480293.0,119747.72344808899,0.08248355765164159,5.625872395833333,1.480293,0.6785599999999999
synthetic_stress,high_unique_id_10M,10M_highuid,polars_lazy,filter,10000000.0,3,4.910799999999999,0.34701154159480035,3727.7466666666664,35.19761544953516,2043225.3333333333,146569.0261731084,0.07066293508080158,3.6403776041666664,2.0432253333333334,0.4910799999999999
synthetic_stress,high_unique_id_10M,10M_highuid,polars_lazy,groupby,10000000.0,3,6.969033333333333,2.2323601621004916,2997.75,34.162404774839636,1523057.3333333333,412939.73656253197,0.3203256542658463,2.927490234375,1.5230573333333333,0.6969033333333333
synthetic_stress,high_unique_id_10M,10M_highuid,polars_lazy,join,10000000.0,3,21.8827,5.1968963006779365,5819.420000000001,302.78841473874115,473039.0,101789.01229012884,0.23748880625690325,5.683027343750001,0.473039,2.18827
synthetic_stress,high_unique_id_10M,10M_highuid,polars_lazy,pipeline,10000000.0,3,9.916266666666667,0.7166451027763563,3683.66,133.22779890098005,1011911.3333333334,72048.75627193946,0.07226964813132189,3.59732421875,1.0119113333333334,0.9916266666666667
synthetic_stress,high_unique_id_10M,10M_highuid,dask,filter,10000000.0,3,5.202100000000001,0.5365723529963128,6614.333333333333,144.45190802939646,1936889.0,212163.97000669083,0.10314533611355274,6.459309895833333,1.936889,0.5202100000000001
synthetic_stress,high_unique_id_10M,10M_highuid,dask,groupby,10000000.0,3,2.9833,0.41796152933015257,3254.41,3.946048656567677,3393749.6666666665,447896.060771172,0.1401004020145988,3.178134765625,3.3937496666666664,0.29833
synthetic_stress,high_unique_id_10M,10M_highuid,dask,join,10000000.0,3,77.57913333333333,4.93821400744574,8517.496666666666,661.6301990034408,129252.33333333333,8286.674865911738,0.0636538950007056,8.317867838541666,0.12925233333333333,7.757913333333333
synthetic_stress,high_unique_id_10M,10M_highuid,dask,pipeline,10000000.0,3,37.3284,7.18876745763834,3301.7566666666667,246.7400742346759,275395.0,58551.27195031718,0.19258171948538752,3.2243717447916667,0.275395,3.7328400000000004
